speaker,birth_date,gender,constituency_name,backbencher,ONS ID,vulnerability,under_30,over_65
Greg Knight,1949-04-04,M,East Yorkshire,True,E14000683,27.81155015197568,29.39617641491576,23.48047859569423
Craig Tracey,1974-08-21,M,North Warwickshire,True,E14000854,18.03806859129255,33.95383966057268,18.13426039051914
Julian Sturdy,1971-06-03,M,York Outer,True,E14001062,14.43397704912323,33.25684156598216,20.99325449344661
Glyn Davies,1944-02-16,M,Montgomeryshire,True,W07000063,26.61144707804305,32.32098339578859,21.37067059690493
Peter Heaton-Jones,1963-08-02,M,North Devon,True,E14000838,7.776680728839422,32.09454770623592,22.21486756274889
Grahame Morris,1961-03-13,M,Easington,True,E14000677,40.95259047409526,36.13309330788097,17.68053256654061
Ivan Lewis,1967-03-04,M,Bury South,True,E14000612,11.69837222984899,37.58304204738251,15.65074303468858
Wayne David,1957-07-01,M,Caerphilly,False,W07000076,29.24667651403249,37.48103012186709,15.81972867325822
Guy Opperman,1965-05-18,M,Hexham,False,E14000746,19.9809622706819,29.71299648460045,21.9948580723018
Colleen Fletcher,1954-11-23,F,Coventry North East,True,E14000649,33.49961296981164,44.13225832722535,13.05480902353612
Mhairi Black,1994-09-12,F,Paisley and Renfrewshire South,False,S14000053,6.091772151898734,35.08658209093435,16.9136031113992
Mark Menzies,1971-05-18,M,Fylde,True,E14000706,25.40512621860675,29.99121029372269,23.3330077886564
Ben Lake,1993-01-22,M,Ceredigion,True,W07000064,0.2615233736515201,38.06143146913938,20.68570374858407
Jo Platt,1973-06-15,F,Leigh,True,E14000785,20.38230148909843,36.36902045690651,15.59559987184093
George Howarth,1949-06-29,M,Knowsley,True,E14000775,76.08456644377557,38.63439514964873,15.77903955345972
Liam Fox,1961-09-22,M,North Somerset,False,E14000850,27.58815369229281,30.82175054437413,21.3954292924154
Greg Hands,1965-11-14,M,Chelsea and Fulham,False,E14000629,19.43600455753893,39.45239694598711,11.56891870157147
Barry Gardiner,1957-03-10,M,Brent North,False,E14000592,30.22641910566225,43.03648703340494,11.99293297219887
James Frith,1977-04-23,M,Bury North,True,E14000611,9.13303968436215,36.44545850627163,16.31199981655163
Phillip Lee,1970-09-28,M,Bracknell,False,E14000586,28.65526372289415,37.88686587378039,13.20470390752415
Sarah Champion,1969-07-10,F,Rotherham,False,E14000904,30.02663291406271,39.00687871389233,15.70286631659922
Anne Milton,1955-11-03,F,Guildford,False,E14000719,30.69772469329298,39.95854117958863,15.66916239931091
Stephanie Peacock,1986-12-19,F,Barnsley East,True,E14000542,32.57553462821268,36.27617931309021,17.45140102173961
Judith Cummins,1967-06-26,F,Bradford South,False,E14000588,16.32195668591196,41.99812890836575,12.95780195972229
Kate Hoey,1946-06-21,F,Vauxhall,True,E14001008,36.79008756949239,46.50583602992116,7.274210097077162
Dan Jarvis,1972-11-30,M,Barnsley Central,True,E14000541,39.7728144907514,36.01978673262244,16.62972209907366
Edward Vaizey,1968-06-05,M,Wantage,False,E14001015,27.3261847111726,35.28788148870896,16.80379776524782
Karen Lee,1959-01-15,F,Lincoln,True,E14000792,3.156944045322057,42.89314800534166,14.87200707205598
Jamie Stone,1954-06-16,M,"Caithness, Sutherland and Easter Ross",False,S14000009,6.61467266431507,32.19399315431712,20.16905301386813
Danielle Rowley,1990-02-25,F,Midlothian,True,S14000045,1.954807501159632,34.84919518674793,16.71294793657663
Kate Osamor,1968-08-15,F,Edmonton,False,E14000687,48.34241494573928,46.2827617594303,10.41861876333003
George Eustice,1971-09-28,M,Camborne and Redruth,False,E14000616,3.254498926861483,33.48237277026078,20.37314481015029
Mark Lancaster,1970-05-12,M,Milton Keynes North,False,E14000821,3.089606407609036,40.27980755020608,11.22596430154846
Michael Fallon,1952-05-14,M,Sevenoaks,False,E14000918,42.79159670428365,33.80462587363937,18.4960023974912
Tobias Ellwood,1966-08-12,M,Bournemouth East,False,E14000584,16.32522933892797,36.42611011042368,17.08923956457044
Johnny Mercer,1981-08-17,M,"Plymouth, Moor View",True,E14000879,11.050928066583,37.35359671357399,17.82623896512543
Nia Griffith,1956-12-04,F,Llanelli,False,W07000045,29.80516583213524,35.48279894147332,19.40673272201366
Emma Lewell-Buck,1978-11-08,F,South Shields,False,E14000944,35.58324340233494,35.29661943762607,18.3245437091404
Jenny Chapman,1973-09-25,F,Darlington,False,E14000658,7.318651404600933,36.81153395976678,17.18279969808679
Pauline Latham,1948-02-04,F,Mid Derbyshire,True,E14000814,23.06088820948561,31.91021649754034,20.19059388293448
Harriett Baldwin,1960-05-02,F,West Worcestershire,False,E14001035,37.76805794124417,29.30677082196862,24.37648650417857
Alberto Costa,1971-11-13,M,South Leicestershire,True,E14000940,32.86528250630634,34.58422386798549,16.8736020676972
Kit Malthouse,1966-10-27,M,North West Hampshire,True,E14000857,38.58810317838427,33.83043194106114,17.23704275840215
Alan Duncan,1957-03-31,M,Rutland and Melton,False,E14000909,40.13271031284198,32.82305847848919,19.76200384440084
Gary Streeter,1955-10-02,M,South West Devon,True,E14000950,29.92224303308928,31.86715451730932,20.87925696594427
Adam Afriyie,1965-08-04,M,Windsor,True,E14001042,41.51258322360491,36.03545496301074,15.01754180226138
David Morris,1966-01-03,M,Morecambe and Lunesdale,True,E14000825,3.064152265808091,33.06000022809439,21.39069146812951
Teresa Pearce,1955-02-01,F,Erith and Thamesmead,True,E14000696,22.52159050017992,44.50980926183149,9.977213098383128
Mark Tami,1962-10-03,M,Alyn and Deeside,False,W07000043,11.69571045576408,36.44748803102842,16.5868735228168
Jonathan Djanogly,1965-06-03,M,Huntingdon,True,E14000757,24.23811118553249,35.89079031456365,16.13647660299652
Nadine Dorries,1957-05-21,F,Mid Bedfordshire,True,E14000813,33.23355190218253,34.63808791362452,15.87479150228224
Mark Francois,1965-08-14,M,Rayleigh and Wickford,True,E14000888,42.38743379787792,32.41844029912072,19.71505464705399
Chris Evans,1977-07-17,M,Islwyn,True,W07000077,31.61831934170061,36.16194568215574,17.25015913430936
Royston Smith,1964-05-13,M,"Southampton, Itchen",True,E14000955,0.0662633862727914,43.10383428565866,14.22258130457213
Mel Stride,1961-09-30,M,Central Devon,False,E14000623,27.10739229652168,29.9383757281335,22.19598317702359
Robert Goodwill,1956-12-31,M,Scarborough and Whitby,False,E14000913,6.808856468909195,32.14714730130699,22.35443895727882
Priti Patel,1972-03-29,F,Witham,False,E14001045,37.86681830182165,33.43360209885897,18.20895859955445
Roberta Blackman-Woods,1957-08-16,F,City of Durham,False,E14000641,25.58563032861518,40.56900662251655,16.32635761589404
Matt Rodda,1966-12-15,M,Reading East,True,E14000889,6.786994460335276,44.02356747614758,11.69090207180543
Graham Brady,1967-05-20,M,Altrincham and Sale West,True,E14000532,12.17275999242281,34.68128500584941,17.18897205743806
Dawn Butler,1969-11-03,F,Brent Central,False,E14000591,53.53564326143491,45.52379982246541,9.388233239715364
Alex Sobel,1975-04-26,M,Leeds North West,True,E14000780,9.125672435024953,47.45834860649632,14.93301486325099
David Jones,1952-03-22,M,Clwyd West,True,W07000059,8.45427264229842,31.27029220779221,23.93127705627706
Jake Berry,1978-12-29,M,Rossendale and Darwen,False,E14000902,6.411994576920009,35.86585808324263,15.10185041206655
Mike Penning,1957-09-28,M,Hemel Hempstead,True,E14000739,18.06549099116331,37.51463404787857,15.12050381494489
Mohammad Yasin,1971-10-10,M,Bedford,True,E14000552,1.627475247524752,40.36866997803416,14.75372528842539
John Stevenson,1963-07-04,M,Carlisle,True,E14000620,6.036324786324786,35.78199327742821,17.82877214203468
Kirstene Hair,1989-08-12,F,Angus,True,S14000004,6.580911624203821,33.18450304636993,19.75722059439096
Charles Walker,1967-09-11,M,Broxbourne,True,E14000606,33.25681794250816,36.73853628909809,16.74967101933394
Lyn Brown,1960-04-13,F,West Ham,False,E14001032,60.54226790538314,51.0484248333776,6.824878906299403
Michelle Donelan,1984-04-08,F,Chippenham,True,E14000635,29.10395519775989,34.61634280019931,17.86767148314233
Andrew Jones,1963-11-28,M,Harrogate and Knaresborough,False,E14000730,32.01973916108565,33.04517733435964,19.28079420530128
Stephen Barclay,1972-05-03,M,North East Cambridgeshire,False,E14000842,39.9181743112379,33.98501459386345,19.74887876414893
Kemi Badenoch,1980-01-02,F,Saffron Walden,True,E14000910,40.98767053569963,33.86655420316009,17.76596475053698
Stephen Metcalfe,1966-01-09,M,South Basildon and East Thurrock,True,E14000933,24.38455008488965,37.55960613504531,15.03416386268398
Tanmanjeet Singh Dhesi,1978-08-17,M,Slough,True,E14000930,31.30675016115664,45.28974695631415,9.233259727858677
Jack Brereton,1991-05-13,M,Stoke-on-Trent South,True,E14000974,1.590309426721036,37.21060096717631,16.4833201174907
Eleanor Smith,1957-07-05,F,Wolverhampton South West,True,E14001051,5.159873423699995,37.60790456113905,17.6851601050487
Jon Cruddas,1962-04-07,M,Dagenham and Rainham,True,E14000657,10.14767794428811,41.56332647663826,14.58614947595259
Ann Coffey,1946-08-31,F,Stockport,True,E14000969,34.8473907182746,37.958530819622,13.84736613075847
Jonathan Lord,1962-09-17,M,Woking,True,E14001047,30.27187488686964,36.48247851138188,14.98535940304147
David Mundell,1962-05-27,M,"Dumfriesshire, Clydesdale and Tweeddale",False,S14000014,19.28151294828854,30.56105839965709,21.14018929783709
David Duguid,1970-10-08,M,Banff and Buchan,True,S14000007,8.868237158706146,33.97098275390091,17.73446482343279
Gordon Marsden,1953-11-28,M,Blackpool South,False,E14000573,7.218264526650072,35.74803730957596,18.07767085866168
Richard Burgon,1980-09-19,M,Leeds East,False,E14000778,30.7714582177071,42.02436778202373,14.4396574537679
Preet Kaur Gill,1972-11-01,F,"Birmingham, Edgbaston",True,E14000560,15.86031367513528,44.11192113329468,13.80374451163947
Mike Hill,1963-05-12,M,Hartlepool,True,E14000733,18.28612405880244,37.37775459642717,16.94918937714608
Robin Walker,1978-04-12,M,Worcester,False,E14001052,4.877195029461525,38.92758788271505,14.79122792807387
Andrew Lewer,1971-07-18,M,Northampton South,True,E14000862,2.824487010771555,41.51150990760028,12.57383966244726
Guto Bebb,1968-10-09,M,Aberconwy,False,W07000058,1.975116640746501,30.56279358326686,24.22228130816272
Michael Gove,1967-08-26,M,Surrey Heath,False,E14000983,43.13756009823251,34.13144739831856,16.65151859425888
Sue Hayman,1962-07-28,F,Workington,False,E14001053,9.417890392552067,32.08784758112885,20.20596454959611
Thérèse  Coffey,1971-11-18,F,Suffolk Coastal,True,E14000981,27.57171884147812,29.18515673173148,25.28227885208285
David Lidington,1956-06-30,M,Aylesbury,False,E14000538,24.93237840872361,37.4813703981412,14.18349116424598
Dominic Raab,1974-02-25,M,Esher and Walton,False,E14000697,38.93252230874636,34.42341896327264,16.41179382804335
Sam Gyimah,1976-08-10,M,East Surrey,False,E14000681,40.393223316386,33.97034470944287,17.81696708986048
David Warburton,1965-10-28,M,Somerton and Frome,True,E14000932,35.85112377136418,31.6575126170895,21.04753325002664
Yasmin Qureshi,1963-07-05,F,Bolton South East,False,E14000579,31.01386952720743,42.24399736601571,13.80876094626869
Shabana Mahmood,1980-09-17,F,"Birmingham, Ladywood",True,E14000564,69.51364175563464,56.70005446236178,6.990915046608732
Stuart Andrew,1971-11-25,M,Pudsey,False,E14000886,0.6134287143942623,34.83653142760677,17.01873839401272
David Crausby,1946-06-17,M,Bolton North East,True,E14000578,8.403603125069163,38.97342792376794,15.86663588279741
Alun Cairns,1970-07-30,M,Vale of Glamorgan,False,W07000078,4.076845750027924,35.71874392477464,17.68594026582628
Christina Rees,1954-02-21,F,Neath,False,W07000069,32.99203343345958,33.94725769893728,18.9171948587793
Luciana Berger,1981-05-13,F,"Liverpool, Wavertree",True,E14000795,67.52062328139323,41.97986907246916,13.79329187659151
Graham Stuart,1962-03-12,M,Beverley and Holderness,False,E14000556,25.23814659045976,30.41765248426034,20.98187432329471
Steve Baker,1971-06-06,M,Wycombe,True,E14001056,12.29693604770718,41.25497454881999,13.1568718186025
Rosie Duffield,1971-07-01,F,Canterbury,True,E14000619,0.3292253521126761,43.51299414348463,17.64275256222547
Stephen McPartland,1976-08-09,M,Stevenage,True,E14000968,6.864394753380501,38.52237981994224,14.75072192967556
Margaret Beckett,1943-01-15,F,Derby South,True,E14000663,24.82673376594711,43.84406115177107,13.27000760275165
Conor Burns,1972-09-24,M,Bournemouth West,True,E14000585,17.32536454939672,39.82903564788619,18.29581278797187
Douglas Ross,1983-01-27,M,Moray,True,S14000046,8.736477260791933,34.32659842435286,18.45972452971757
Roger Gale,1943-08-20,M,North Thanet,True,E14000852,22.22038282462493,34.07518314528635,21.87583551681728
Stephen Morgan,1981-01-17,M,Portsmouth South,True,E14000884,3.486963155768972,49.22745305720471,12.03370776077524
Alan Campbell,1957-07-08,M,Tynemouth,False,E14001006,20.5177811389778,32.65221397543515,18.75575896880284
Gareth Thomas,1967-07-15,M,Harrow West,False,E14000732,26.44027405421507,41.3027408438535,11.95315125042
Graham P Jones,1966-03-03,M,Hyndburn,True,E14000758,12.86447502322906,38.57547516595671,15.75669773174476
John McNally,1951-02-01,M,Falkirk,True,S14000028,9.149027114423236,34.32426231012803,16.06810150979762
Gordon Henderson,1948-01-27,M,Sittingbourne and Sheppey,True,E14000927,29.59971978438966,37.62175662550298,16.1204384626058
Anna Turley,1978-10-09,F,Redcar,True,E14000891,22.28618421052632,35.74075352712376,19.12932403507561
Nicholas Brown,1950-06-13,M,Newcastle upon Tyne East,False,E14000832,46.25933664769315,52.66296331167812,11.39357038989842
Anne Marie Morris,1957-07-05,F,Newton Abbot,True,E14000835,33.23198481708852,30.60945868679915,23.51486015006009
Helen Grant,1961-09-28,F,Maidstone and The Weald,True,E14000804,34.26919581568923,36.23260834799297,16.9388693427155
Nick Boles,1965-11-02,M,Grantham and Stamford,True,E14000714,35.50615800540703,33.81517563774655,18.60505215966894
Adam Holloway,1965-07-29,M,Gravesham,True,E14000715,19.07667816396922,38.62957137239481,16.01454974439638
Geoffrey Cox,1960-04-30,M,Torridge and West Devon,True,E14001000,34.77807666442501,29.58542131854336,23.50205282816954
Seema Kennedy,1974-10-06,F,South Ribble,True,E14000943,13.53357405988985,33.3507923303653,18.39253987326822
Christopher Pincher,1969-09-24,M,Tamworth,True,E14000986,26.20887285077479,36.78540709505528,15.92191662995364
Gavin Williamson,1976-06-25,M,South Staffordshire,False,E14000945,44.47944589015633,31.71213496342961,20.77732101863221
Andrew Griffiths,1970-10-19,M,Burton,False,E14000610,20.12983109935685,37.26431164886938,16.24923343489307
Andrea Jenkyns,1974-06-16,F,Morley and Outwood,True,E14000826,4.018564852837252,34.96004891546537,15.34619091540319
David Evennett,1949-06-03,M,Bexleyheath and Crayford,True,E14000558,20.0778950629578,38.18299790547309,15.95027775248156
Emma Reynolds,1977-11-02,F,Wolverhampton North East,True,E14001049,12.56436945327052,40.71582316282948,15.43662733696203
Ian Lavery,1963-01-06,M,Wansbeck,False,E14001014,24.57954491920667,33.52625152625153,19.17948717948718
Heather Wheeler,1959-05-14,F,South Derbyshire,False,E14000935,22.74325017575193,35.47367642240332,15.46014734016129
David Rutley,1961-03-07,M,Macclesfield,False,E14000802,15.85062699099564,31.32156795471116,19.79778702234421
Chris Heaton-Harris,1967-11-28,M,Daventry,False,E14000660,39.04568564396457,33.01651571656899,17.48108684070325
Suella Braverman,1980-04-03,F,Fareham,False,E14000699,37.80650366576631,32.89506071545783,19.36843616672137
Nigel Adams,1966-11-30,M,Selby and Ainsty,False,E14000917,24.55952635708681,33.4755063613761,17.09197207860434
Roger Godsiff,1946-06-28,M,"Birmingham, Hall Green",True,E14000562,62.50046032038299,47.7438224737714,10.98409028161237
George Hollingbery,1963-10-12,M,Meon Valley,False,E14000811,47.40921169176262,31.93305364833135,20.14288416812259
Andrew Stephenson,1981-02-17,M,Pendle,False,E14000875,2.851473670129754,38.78281089299288,16.04212314984573
Janet Daby,1970-12-15,F,Lewisham East,True,E14000787,25.52140007254262,40.97998160577657,11.24689352875565
Jared O'Mara,1981-11-15,M,"Sheffield, Hallam",True,E14000922,3.726762539459839,37.26890192040825,18.86722771834012
Grant Shapps,1968-09-14,M,Welwyn Hatfield,True,E14001027,14.26193655770384,42.50052204947131,14.89074928336845
Mark Spencer,1970-01-20,M,Sherwood,False,E14000924,9.740649126752118,33.9210274917737,18.50015921876658
Craig Whittaker,1962-08-30,M,Calder Valley,False,E14000614,1.049023323112964,32.98821884014336,16.72575052689853
Julian Smith,1971-08-30,M,Skipton and Ripon,False,E14000928,34.37510750283808,30.87461970866158,21.70128744988213
Ruth Jones,1966-09-22,F,Newport West,True,W07000056,8.296831809483308,37.50073184154752,16.98106579548249
Lisa Forbes,1969-07-28,F,Peterborough,True,E14000878,2.013561320754717,41.77136222641968,13.89692758244234
Jane Dodds,1963-09-13,F,Brecon and Radnorshire,False,W07000068,4.479160118186962,30.15159616746391,24.01260170238594
Rosie Winterton,1958-08-10,F,Doncaster Central,True,E14000668,23.5473224246932,38.26869938065745,15.79132920438304
Eleanor Laing,1958-02-01,F,Epping Forest,True,E14000693,35.92626873313771,34.50002103403307,17.43090320137983
